"V1" "V2"
"1" 13 13
"2" 10.7377954118112 13.4692490161857
"3" 11.8341023114821 12.590772649438
"4" 13.3943055751047 16.1673701224019
"5" 13.4328620042189 17.0122182728522
"6" 16.576656339539 16.7595211535723
"7" 14.6477787567878 17.029465666731
"8" 9.88729164395542 18.9185103460648
"9" 7.87560984555591 20.3289732358312
"10" 10.2163722961868 23.5726247198815
"11" 10.0892687485905 26.9421793873103
"12" 13.018052506439 28.7478004819238
"13" 13.8160239600871 20.6059189457485
"14" 7.77915537577347 21.0448525238613
"15" 15.6335643907414 21.1649655946298
"16" 11.6348593628854 24.2177772207258
"17" 9.22040618714935 24.9492467809542
"18" 9.80298841376647 27.8188126425936
"19" 10.3617674581215 30.857881672213
"20" 10.4281710542354 30.7491874159872
"21" 11.4185427372714 29.9673378465834
"22" 7.60159386390749 36.6634392819852
"23" 10.2058260165366 33.2848220467566
"24" 15.5592690193677 29.4700739313644
"25" 14.0647061293243 24.5599762884947
"26" 14.0136464422162 24.323438713177
"27" 16.6925585250189 22.8239304099068
"28" 13.9846711050499 18.527720083628
"29" 17.2116704389666 17.2534970132877
"30" 10.4431593307517 17.8327503693252
"31" 11.5265734571054 18.5473835625259
"32" 11.678216198906 22.886908490492
"33" 11.763315415284 25.06097944818
"34" 12.6967313031473 27.2774909399402
"35" 15.7537131853995 26.9127672543498
"36" 14.063162216022 28.8332901634121
"37" 16.5276966076224 26.824881228834
"38" 15.4211940724147 28.0661797756709
"39" 9.85391047841667 28.2493914535665
"40" 11.7387492731497 28.359074792113
"41" 16.9145035151898 26.8731589021207
"42" 7.45313910376332 21.1342907204025
"43" 16.3237926992673 20.0811776889241
"44" 12.2231637085162 16.5590287690966
"45" 11.8029659485479 21.6292265140447
"46" 9.39659975240895 20.0970557738485
"47" 14.7757983332497 22.7669748986687
"48" 14.1997372697019 22.471640016695
"49" 10.0086161348374 24.7491055487051
"50" 15.7977082609049 27.1947646883855
"51" 14.575631751899 27.4397176178269
"52" 12.6641721068452 27.090453082772
"53" 14.339016812702 24.1007460727935
"54" 9.66519712248413 21.0770284333119
"55" 12.2731410341402 19.9507500712531
"56" 7.31129422328451 22.9128966863288
"57" 14.680110484214 24.1143742371444
"58" 11.3712229166857 21.2898047284461
"59" 12.4619295063782 23.0323521394735
"60" 15.4972580012242 20.3132786865983
"61" 12.6731279502801 18.0940335647908
"62" 13.0091948561689 17.522375091396
"63" 11.0328069232154 19.5613873690676
"64" 12.2047411968118 20.4498675094468
"65" 13.7749317818922 15.1713044166034
"66" 18.1431257085112 15.1300751292524
"67" 17.7149731235693 11.5087631784611
"68" 14.5463298060319 12.8486491044004
"69" 10.0195686831999 10.383262224551
"70" 15.0930925400078 7.22886141737366
"71" 10.1627213635907 7.94479549094523
"72" 16.1004684201409 10.5516142027364
"73" 14.049812393681 13.6114212464306
"74" 14.9447200586053 13.8640659618115
"75" 11.7661293281291 11.1468914454387
"76" 10.1172507643212 17.223495097244
"77" 8.90541271031815 18.9329508102815
"78" 17.1816730476591 19.4022781450245
"79" 15.1521801985852 17.2750167121869
"80" 8.56776478638247 18.6903169835521
"81" 13.4719585575641 22.8484272834668
"82" 12.9175017805791 25.9637548387982
"83" 12.1839984537646 25.7088087483277
"84" 11.1513144102036 22.2628554815173
"85" 11.7451061379521 18.0594994472406
"86" 19.4289565244418 13.6495253442781
"87" 15.7597980307679 12.1105183773845
"88" 9.57229849120372 11.703765489527
"89" 12.9530181501491 12.4433204179848
"90" 16.0029994802993 12.8408147846144
"91" 11.3146664294794 12.4454695992629
"92" 19.5128596978874 12.6134417488667
"93" 14.7272069401681 14.6659724217538
"94" 17.5886339419379 8.53291768197192
"95" 12.422435331223 4.20625090134098
"96" 12.714460644461 5.28536694664958
"97" 11.4749542408193 3.78086385528446
"98" 17.7545979056774 5.68542416242209
"99" 10.9372627251621 2.93338281343085
"100" 13.4244657412849 -0.369687057489258
"101" 15.8091511812996 0.77553343145018
"102" 9.16886476280646 5.68581958885364
"103" 14.7683334085192 1.83643366926367
"104" 13.5503274846381 7.46909229591843
"105" 9.10901694894508 7.5527988951412
"106" 11.9029105083084 8.76553927610831
"107" 12.7433044200811 3.83995362373687
"108" 15.4210138174254 1.89326823137036
"109" 17.8118032929199 3.59412151681606
"110" 11.3260760213749 3.14299669749121
"111" 11.3890424312428 2.5054825285025
"112" 11.1190920147085 2.39947660149016
"113" 12.779773858044 1.85781235265979
"114" 8.44692415721757 -0.156809155749558
"115" 10.9383667979866 3.350624193493
"116" 17.542208992491 3.37214618635779
"117" 13.3550873516995 7.27008269411709
"118" 14.9437796940376 5.85925709633483
"119" 7.90556653396556 9.51395575020302
"120" 11.1557984814897 14.3270461921887
"121" 12.0365719471329 10.6774846361063
"122" 11.5700252561382 9.5703235473952
"123" 10.4631272331705 6.41580020082365
"124" 8.11788521024102 5.09170658128233
"125" 11.9932580899121 5.70443522284672
"126" 9.4131231052995 8.5269978387069
"127" 13.4696523357599 8.7783004215773
"128" 9.27972848729365 10.7026024020256
"129" 13.6747100135064 6.56421869941378
"130" 15.9067246326163 8.84818398703014
"131" 19.5131253373385 8.15811775372566
"132" 14.3373979285922 12.9782097195205
"133" 17.2732289163333 15.4608676063638
"134" 14.640561151378 19.1829757827682
"135" 11.8116753040363 22.2981547273144
"136" 12.494890790691 18.6545922842221
"137" 9.73736922792215 17.0303740818301
"138" 8.40537962541873 14.4951430874931
"139" 9.95856736634535 14.3933217852621
"140" 9.75759099962605 19.6098873730914
"141" 15.8155992000989 15.9730177741741
"142" 9.73000257937256 10.3485521406261
"143" 11.4233771213352 6.133803397831
"144" 13.446999357674 -5.23213379320829
"145" 12.1321220220623 -5.49427830124459
"146" 14.5515938619173 -6.04776981230585
"147" 8.98532880420815 -6.05144613765487
"148" 9.83811027089661 -2.82240172876445
"149" 9.9460728342636 -6.89187571335212
"150" 12.6860824321356 -5.25827106067084
"151" 15.5712206956641 -7.20002649096319
"152" 12.7873597802393 -4.94691210657192
"153" 12.7959627602278 -7.41153046585549
"154" 11.7923892871774 -9.04167381221315
"155" 10.7933292507056 -6.78556718916637
"156" 17.8344165516266 -3.06846252203993
"157" 12.5738155761037 -1.5742772959277
"158" 13.4788011388816 -4.7741328936494
"159" 9.62462947375455 -4.83052513410591
"160" 6.00143514156218 -2.06683859148641
"161" 11.9089893304112 -1.66603264310035
"162" 13.5343551247006 -3.4207412906733
"163" 18.4092337951409 -2.75892264081916
"164" 13.9296750117156 2.61585719334417
"165" 11.8808283080241 3.43603376677905
"166" 5.17467372106125 3.56942482642139
"167" 14.2825993975818 4.16423455249893
"168" 12.2225554937221 4.64835484369631
"169" 9.88936893987355 7.54176159131961
"170" 15.2859232047792 6.93189606753091
"171" 11.7181607701844 4.51905545251451
"172" 11.1645345562914 -0.595006113294485
"173" 12.0443473659827 -3.55646521585363
"174" 15.3045981478274 -1.63065015670278
"175" 16.4525588544236 -3.95042970960381
"176" 15.6586189815255 -3.92546294920956
"177" 16.5063338928247 -3.17623031821119
"178" 8.73000859764225 -0.520654312517987
"179" 10.0522045662541 -0.497881020123179
"180" 11.1296028055315 -2.08979822844968
"181" 9.72024140028753 -4.10340863865655
"182" 7.4264712908976 -2.55146524534659
"183" 13.4221331941443 5.112969259426
"184" 13.8517863335357 4.31091162308439
"185" 7.51015856824332 2.89374823462002
"186" 9.68914531365201 4.18125839556075
"187" 18.5807379507284 0.813791044149702
"188" 13.5605111475651 6.19184577419324
"189" 9.73944808749064 6.57888260201881
"190" 17.9968336301175 5.64043482379605
"191" 14.1519631924926 2.11291069343675
"192" 16.4406587056986 0.26533742139797
"193" 13.8476086030657 3.05529959958029
"194" 8.19702332003481 1.75374704208752
"195" 6.95051964437815 1.83966867468308
